Nome: PALMAS;;;;
Codigo Estacao: A009;;;;
Latitude: -10.14777777;;;;
Longitude: -48.31444444;;;;
Altitude: 267;;;;
Situacao: Operante;;;;
Data Inicial: 2020-01-01;;;;
Data Final: 2023-12-31;;;;
Periodicidade da Medicao: Horaria;;;;
;;;;
Data Medicao;Hora Medicao;TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);;
22/03/2022;400;23,4;;
22/03/2022;500;23,5;;
22/03/2022;600;23,3;;
22/03/2022;700;23,7;;
22/03/2022;800;22,9;;
22/03/2022;900;22,8;;
22/03/2022;1000;23,5;;
22/03/2022;1100;26,2;;
22/03/2022;1200;28,4;;
22/03/2022;1300;29,8;;
22/03/2022;1400;31,2;;
22/03/2022;1500;30,1;;
22/03/2022;1600;32,3;;
22/03/2022;1700;33,4;;
22/03/2022;1800;33,5;;
22/03/2022;1900;32,9;;
22/03/2022;2000;30,9;;
22/03/2022;2100;29,8;;
22/03/2022;2200;28,3;;
22/03/2022;2300;27,3;;
23/03/2022;0;26,2;;
23/03/2022;100;25,5;;
23/03/2022;200;24,9;;
23/03/2022;300;24,9;;
23/03/2022;400;24,8;;
23/03/2022;500;24,7;;
23/03/2022;600;24,2;;
23/03/2022;700;24;;
23/03/2022;800;23,9;;
23/03/2022;900;24;;
23/03/2022;1000;24,3;;
23/03/2022;1100;25,2;;
23/03/2022;1200;25,7;;
23/03/2022;1300;25,6;;
23/03/2022;1400;27,7;;
23/03/2022;1500;27,5;;
23/03/2022;1600;26,6;;
23/03/2022;1700;29,9;;
23/03/2022;1800;28,9;;
23/03/2022;1900;28,3;;
23/03/2022;2000;28,1;;
23/03/2022;2100;27,5;;
23/03/2022;2200;26,4;;
23/03/2022;2300;25,9;;
24/03/2022;0;25,7;;
24/03/2022;100;25,4;;
24/03/2022;200;25,2;;
24/03/2022;300;25,3;;
24/03/2022;400;25;;
24/03/2022;500;24,7;;
24/03/2022;600;24,6;;
24/03/2022;700;24,5;;
24/03/2022;800;23,9;;
24/03/2022;900;23,9;;
24/03/2022;1000;24,4;;
24/03/2022;1100;26,3;;
24/03/2022;1200;26,2;;
24/03/2022;1300;26,3;;
24/03/2022;1400;24,3;;
24/03/2022;1500;22,6;;
24/03/2022;1600;22,9;;
24/03/2022;1700;22,8;;
24/03/2022;1800;23;;
24/03/2022;1900;24;;
24/03/2022;2000;24,1;;
24/03/2022;2100;24;;
24/03/2022;2200;23,1;;
24/03/2022;2300;22,9;;
25/03/2022;0;22,8;;
25/03/2022;100;22,3;;
25/03/2022;200;21,9;;
25/03/2022;300;22,4;;
25/03/2022;400;21,8;;
25/03/2022;500;22,1;;
25/03/2022;600;21,9;;
25/03/2022;700;22,1;;
25/03/2022;800;22,3;;
25/03/2022;900;21,9;;
25/03/2022;1000;22,4;;
25/03/2022;1100;24,3;;
25/03/2022;1200;27,2;;
25/03/2022;1300;29;;
25/03/2022;1400;25,9;;
25/03/2022;1500;24,4;;
25/03/2022;1600;26,9;;
25/03/2022;1700;28,2;;
25/03/2022;1800;29,6;;
25/03/2022;1900;29,3;;
25/03/2022;2000;28,6;;
25/03/2022;2100;27,5;;
25/03/2022;2200;26,2;;
25/03/2022;2300;25,4;;
26/03/2022;0;24,7;;
26/03/2022;100;24,2;;
26/03/2022;200;24;;
26/03/2022;300;23,7;;
26/03/2022;400;23,3;;
26/03/2022;500;23,5;;
26/03/2022;600;24,4;;
26/03/2022;700;24,6;;
26/03/2022;800;24,7;;
26/03/2022;900;24,2;;
26/03/2022;1000;23,4;;
26/03/2022;1100;23,9;;
26/03/2022;1200;25,6;;
26/03/2022;1300;27,2;;
26/03/2022;1400;28,7;;
26/03/2022;1500;31,2;;
26/03/2022;1600;32,5;;
26/03/2022;1700;28,7;;
26/03/2022;1800;31,3;;
26/03/2022;1900;30,5;;
26/03/2022;2000;29,8;;
26/03/2022;2100;28,6;;
26/03/2022;2200;26,8;;
26/03/2022;2300;26;;
27/03/2022;0;25,3;;
27/03/2022;100;26;;
27/03/2022;200;24,5;;
27/03/2022;300;23,9;;
27/03/2022;400;23,6;;
27/03/2022;500;23,6;;
27/03/2022;600;22,8;;
27/03/2022;700;22,8;;
27/03/2022;800;23,1;;
27/03/2022;900;22,2;;
27/03/2022;1000;23,5;;
27/03/2022;1100;25,2;;
27/03/2022;1200;26,6;;
27/03/2022;1300;28;;
27/03/2022;1400;30;;
27/03/2022;1500;30,4;;
27/03/2022;1600;30,9;;
27/03/2022;1700;31,9;;
27/03/2022;1800;31,3;;
27/03/2022;1900;27,6;;
27/03/2022;2000;24,1;;
27/03/2022;2100;24,3;;
27/03/2022;2200;24,5;;
27/03/2022;2300;24,1;;
28/03/2022;0;24,3;;
28/03/2022;100;24;;
28/03/2022;200;24;;
28/03/2022;300;24;;
28/03/2022;400;24,1;;
28/03/2022;500;23,7;;
28/03/2022;600;23,5;;
28/03/2022;700;23,6;;
28/03/2022;800;23,4;;
28/03/2022;900;23,3;;
28/03/2022;1000;23,8;;
28/03/2022;1100;24,9;;
28/03/2022;1200;27,3;;
28/03/2022;1300;28,2;;
28/03/2022;1400;29,8;;
28/03/2022;1500;29,8;;
28/03/2022;1600;25,4;;
28/03/2022;1700;23,7;;
28/03/2022;1800;24,6;;
28/03/2022;1900;25,2;;
28/03/2022;2000;25,4;;
28/03/2022;2100;25;;
28/03/2022;2200;24,2;;
28/03/2022;2300;24;;
29/03/2022;0;23,8;;
29/03/2022;100;24,2;;
29/03/2022;200;24;;
29/03/2022;300;23,9;;
29/03/2022;400;23,7;;
29/03/2022;500;23,6;;
29/03/2022;600;23,7;;
29/03/2022;700;23,5;;
29/03/2022;800;23,1;;
29/03/2022;900;23,3;;
29/03/2022;1000;23,5;;
29/03/2022;1100;23,6;;
29/03/2022;1200;22,6;;
29/03/2022;1300;22,4;;
29/03/2022;1400;22,6;;
29/03/2022;1500;22,5;;
29/03/2022;1600;22,9;;
29/03/2022;1700;23,8;;
29/03/2022;1800;25,7;;
29/03/2022;1900;26,2;;
29/03/2022;2000;26,9;;
29/03/2022;2100;25,6;;
29/03/2022;2200;24,3;;
29/03/2022;2300;23,7;;
30/03/2022;0;23,3;;
30/03/2022;100;23,2;;
30/03/2022;200;23,2;;
30/03/2022;300;23,2;;
30/03/2022;400;23;;
30/03/2022;500;23,1;;
30/03/2022;600;23,1;;
30/03/2022;700;23,1;;
30/03/2022;800;22,8;;
30/03/2022;900;22,5;;
30/03/2022;1000;22,7;;
30/03/2022;1100;24,3;;
30/03/2022;1200;26;;
30/03/2022;1300;27,2;;
30/03/2022;1400;28,6;;
30/03/2022;1500;30,3;;
30/03/2022;1600;31,2;;
30/03/2022;1700;31,2;;
30/03/2022;1800;31,5;;
30/03/2022;1900;31;;
30/03/2022;2000;29,1;;
30/03/2022;2100;28,2;;
30/03/2022;2200;26,9;;
30/03/2022;2300;26;;
31/03/2022;0;25,6;;
31/03/2022;100;25,3;;
31/03/2022;200;24,9;;
31/03/2022;300;24,8;;
31/03/2022;400;24,7;;
31/03/2022;500;24;;
31/03/2022;600;23,9;;
31/03/2022;700;23,2;;
31/03/2022;800;23,1;;
31/03/2022;900;22,7;;
31/03/2022;1000;23,3;;
31/03/2022;1100;26,2;;
31/03/2022;1200;28,4;;
31/03/2022;1300;30,4;;
31/03/2022;1400;30;;
31/03/2022;1500;30,1;;
31/03/2022;1600;32;;
31/03/2022;1700;32,4;;
31/03/2022;1800;32,5;;
31/03/2022;1900;32;;
31/03/2022;2000;31,5;;
31/03/2022;2100;28,8;;
31/03/2022;2200;27,5;;
31/03/2022;2300;26,8;;
01/04/2022;0;26,2;;
01/04/2022;100;25,6;;
01/04/2022;200;25,6;;
01/04/2022;300;24,9;;
01/04/2022;400;24,8;;
01/04/2022;500;24,4;;
01/04/2022;600;24,4;;
01/04/2022;700;25,1;;
01/04/2022;800;24,3;;
01/04/2022;900;23,4;;
01/04/2022;1000;23,7;;
01/04/2022;1100;25,4;;
01/04/2022;1200;26,5;;
01/04/2022;1300;27,7;;
01/04/2022;1400;28,6;;
01/04/2022;1500;30,1;;
01/04/2022;1600;30,3;;
01/04/2022;1700;31,2;;
01/04/2022;1800;30,2;;
01/04/2022;1900;30,6;;
01/04/2022;2000;30,1;;
01/04/2022;2100;29,1;;
01/04/2022;2200;26,8;;
01/04/2022;2300;26,5;;
02/04/2022;0;26,4;;
02/04/2022;100;24,8;;
02/04/2022;200;24,8;;
02/04/2022;300;24;;
02/04/2022;400;23,3;;
02/04/2022;500;24,2;;
02/04/2022;600;24,1;;
02/04/2022;700;23,4;;
02/04/2022;800;22,7;;
02/04/2022;900;22,9;;
02/04/2022;1000;23,2;;
02/04/2022;1100;25,4;;
02/04/2022;1200;29,3;;
02/04/2022;1300;30,9;;
02/04/2022;1400;31,6;;
02/04/2022;1500;31,3;;
02/04/2022;1600;32,3;;
02/04/2022;1700;31,8;;
02/04/2022;1800;33,4;;
02/04/2022;1900;32,3;;
02/04/2022;2000;32;;
02/04/2022;2100;29,8;;
02/04/2022;2200;27,8;;
02/04/2022;2300;27,3;;
03/04/2022;0;27,4;;
03/04/2022;100;26,2;;
03/04/2022;200;26,1;;
03/04/2022;300;24,2;;
03/04/2022;400;24,6;;
03/04/2022;500;23,7;;
03/04/2022;600;23,3;;
03/04/2022;700;23,1;;
03/04/2022;800;23;;
03/04/2022;900;22,8;;
03/04/2022;1000;23,3;;
03/04/2022;1100;25,8;;
03/04/2022;1200;28,9;;
03/04/2022;1300;31,3;;
03/04/2022;1400;32,6;;
03/04/2022;1500;33,1;;
03/04/2022;1600;33,9;;
03/04/2022;1700;34,2;;
03/04/2022;1800;33,9;;
03/04/2022;1900;33,3;;
03/04/2022;2000;32,9;;
03/04/2022;2100;31;;
03/04/2022;2200;28,9;;
03/04/2022;2300;27,9;;
04/04/2022;0;27,3;;
04/04/2022;100;26,9;;
04/04/2022;200;26,6;;
04/04/2022;300;25,4;;
04/04/2022;400;25,9;;
04/04/2022;500;25,9;;
04/04/2022;600;26,2;;
04/04/2022;700;25;;
04/04/2022;800;25;;
04/04/2022;900;24,9;;
04/04/2022;1000;24,8;;
04/04/2022;1100;27;;
04/04/2022;1200;27,6;;
04/04/2022;1300;29,3;;
04/04/2022;1400;31,5;;
04/04/2022;1500;32,5;;
04/04/2022;1600;33;;
04/04/2022;1700;31,8;;
04/04/2022;1800;33,7;;
04/04/2022;1900;32,6;;
04/04/2022;2000;32,6;;
04/04/2022;2100;30,7;;
04/04/2022;2200;28,7;;
04/04/2022;2300;28,3;;
05/04/2022;0;26,4;;
05/04/2022;100;27;;
05/04/2022;200;25,9;;
05/04/2022;300;25,4;;
05/04/2022;400;24,8;;
05/04/2022;500;25,5;;
05/04/2022;600;24,9;;
05/04/2022;700;24,4;;
05/04/2022;800;23,9;;
05/04/2022;900;23,9;;
05/04/2022;1000;24,6;;
05/04/2022;1100;27;;
05/04/2022;1200;29,7;;
05/04/2022;1300;32,1;;
05/04/2022;1400;32,1;;
05/04/2022;1500;31,9;;
05/04/2022;1600;32;;
05/04/2022;1700;34,8;;
05/04/2022;1800;32,4;;
05/04/2022;1900;33,4;;
05/04/2022;2000;33;;
05/04/2022;2100;31,7;;
05/04/2022;2200;29;;
05/04/2022;2300;27,8;;
06/04/2022;0;27,2;;
06/04/2022;100;26,5;;
06/04/2022;200;25,6;;
06/04/2022;300;25,4;;
06/04/2022;400;26,7;;
06/04/2022;500;24,5;;
06/04/2022;600;24,2;;
06/04/2022;700;23,7;;
06/04/2022;800;23,5;;
06/04/2022;900;23,6;;
06/04/2022;1000;24,2;;
06/04/2022;1100;26,9;;
06/04/2022;1200;27,9;;
06/04/2022;1300;29;;
06/04/2022;1400;30,6;;
06/04/2022;1500;28,2;;
06/04/2022;1600;30,8;;
06/04/2022;1700;31,4;;
06/04/2022;1800;30,7;;
06/04/2022;1900;26;;
06/04/2022;2000;27;;
06/04/2022;2100;26,7;;
06/04/2022;2200;25,9;;
06/04/2022;2300;25,5;;
07/04/2022;0;25,3;;
07/04/2022;100;24,6;;
07/04/2022;200;25,8;;
07/04/2022;300;24,6;;
07/04/2022;400;23,8;;
07/04/2022;500;23,1;;
07/04/2022;600;23,3;;
07/04/2022;700;23;;
07/04/2022;800;22,8;;
07/04/2022;900;22,7;;
07/04/2022;1000;23,5;;
07/04/2022;1100;24,7;;
07/04/2022;1200;27,9;;
07/04/2022;1300;29,5;;
07/04/2022;1400;32,1;;
07/04/2022;1500;31,5;;
07/04/2022;1600;31,7;;
07/04/2022;1700;31,9;;
07/04/2022;1800;33,1;;
07/04/2022;1900;32,6;;
07/04/2022;2000;32;;
07/04/2022;2100;30,7;;
07/04/2022;2200;28,7;;
07/04/2022;2300;27,6;;
08/04/2022;0;26,9;;
08/04/2022;100;27;;
08/04/2022;200;26,4;;
08/04/2022;300;25,3;;
08/04/2022;400;26,4;;
08/04/2022;500;25,1;;
08/04/2022;600;24,9;;
08/04/2022;700;24,6;;
08/04/2022;800;23,6;;
08/04/2022;900;23,1;;
08/04/2022;1000;23,5;;
08/04/2022;1100;26,6;;
08/04/2022;1200;29,1;;
08/04/2022;1300;31,6;;
08/04/2022;1400;31,4;;
08/04/2022;1500;31,7;;
08/04/2022;1600;32,6;;
08/04/2022;1700;33;;
08/04/2022;1800;33,1;;
08/04/2022;1900;31,9;;
08/04/2022;2000;32;;
08/04/2022;2100;31;;
08/04/2022;2200;28;;
08/04/2022;2300;27,3;;
09/04/2022;0;26,7;;
09/04/2022;100;25,8;;
09/04/2022;200;25,6;;
09/04/2022;300;24,4;;
09/04/2022;400;24,8;;
09/04/2022;500;24,2;;
09/04/2022;600;24;;
09/04/2022;700;23,3;;
09/04/2022;800;23,8;;
09/04/2022;900;23,1;;
09/04/2022;1000;23,5;;
09/04/2022;1100;27;;
09/04/2022;1200;29,1;;
09/04/2022;1300;31,4;;
09/04/2022;1400;31,9;;
09/04/2022;1500;33,2;;
09/04/2022;1600;33,6;;
09/04/2022;1700;33,7;;
09/04/2022;1800;34,8;;
09/04/2022;1900;33,7;;
09/04/2022;2000;32,9;;
09/04/2022;2100;32,6;;
09/04/2022;2200;29,5;;
09/04/2022;2300;28,7;;
10/04/2022;0;27,3;;
10/04/2022;100;26,6;;
10/04/2022;200;25,9;;
10/04/2022;300;25,6;;
10/04/2022;400;25,5;;
10/04/2022;500;25,4;;
10/04/2022;600;23,8;;
10/04/2022;700;23,9;;
10/04/2022;800;23,8;;
10/04/2022;900;23,5;;
10/04/2022;1000;24,1;;
10/04/2022;1100;27;;
10/04/2022;1200;29,3;;
10/04/2022;1300;30,8;;
10/04/2022;1400;31,6;;
10/04/2022;1500;33,2;;
10/04/2022;1600;32,6;;
10/04/2022;1700;34,4;;
10/04/2022;1800;28,5;;
10/04/2022;1900;31,2;;
10/04/2022;2000;31,8;;
10/04/2022;2100;30;;
10/04/2022;2200;27,8;;
10/04/2022;2300;27,5;;
11/04/2022;0;26,6;;
11/04/2022;100;25,3;;
11/04/2022;200;24,2;;
11/04/2022;300;24;;
11/04/2022;400;24,8;;
11/04/2022;500;24,5;;
11/04/2022;600;24,8;;
11/04/2022;700;24,6;;
11/04/2022;800;23,7;;
11/04/2022;900;24;;
11/04/2022;1000;24,6;;
11/04/2022;1100;27,9;;
11/04/2022;1200;29,4;;
11/04/2022;1300;31;;
11/04/2022;1400;31,7;;
11/04/2022;1500;32,5;;
11/04/2022;1600;33;;
11/04/2022;1700;33,9;;
11/04/2022;1800;34,5;;
11/04/2022;1900;33,8;;
11/04/2022;2000;33,1;;
11/04/2022;2100;31,9;;
11/04/2022;2200;29,3;;
11/04/2022;2300;28,2;;
12/04/2022;0;27,3;;
12/04/2022;100;26,8;;
12/04/2022;200;26,5;;
12/04/2022;300;26,7;;
12/04/2022;400;25,8;;
12/04/2022;500;24,7;;
12/04/2022;600;24,7;;
12/04/2022;700;23,8;;
12/04/2022;800;24,3;;
12/04/2022;900;24,9;;
12/04/2022;1000;25,2;;
12/04/2022;1100;26,7;;
12/04/2022;1200;29,5;;
12/04/2022;1300;27,6;;
12/04/2022;1400;26,3;;
12/04/2022;1500;27,9;;
12/04/2022;1600;29,9;;
12/04/2022;1700;31,3;;
12/04/2022;1800;31,8;;
12/04/2022;1900;31,6;;
12/04/2022;2000;31,1;;
12/04/2022;2100;29,8;;
12/04/2022;2200;28,3;;
12/04/2022;2300;27;;
13/04/2022;0;27,2;;
13/04/2022;100;26,8;;
13/04/2022;200;26,5;;
13/04/2022;300;26;;
13/04/2022;400;25,9;;
13/04/2022;500;25,8;;
13/04/2022;600;25,3;;
13/04/2022;700;25,1;;
13/04/2022;800;25,5;;
13/04/2022;900;25;;
13/04/2022;1000;22,5;;
13/04/2022;1100;22,2;;
13/04/2022;1200;24,3;;
13/04/2022;1300;26,6;;
13/04/2022;1400;28,1;;
13/04/2022;1500;30,2;;
13/04/2022;1600;29,7;;
13/04/2022;1700;30,6;;
13/04/2022;1800;29,7;;
13/04/2022;1900;28,9;;
13/04/2022;2000;28,6;;
13/04/2022;2100;27,3;;
13/04/2022;2200;26,3;;
13/04/2022;2300;26,2;;
14/04/2022;0;26,1;;
14/04/2022;100;26,1;;
14/04/2022;200;25,4;;
14/04/2022;300;24,9;;
14/04/2022;400;24,9;;
14/04/2022;500;24,7;;
14/04/2022;600;24,3;;
14/04/2022;700;24;;
14/04/2022;800;23,8;;
14/04/2022;900;24,2;;
14/04/2022;1000;24,2;;
14/04/2022;1100;25,3;;
14/04/2022;1200;27,4;;
14/04/2022;1300;29;;
14/04/2022;1400;29,4;;
14/04/2022;1500;30,7;;
14/04/2022;1600;29,3;;
14/04/2022;1700;30,6;;
14/04/2022;1800;31,9;;
14/04/2022;1900;29,7;;
14/04/2022;2000;29,4;;
14/04/2022;2100;26,3;;
14/04/2022;2200;25,7;;
14/04/2022;2300;23,5;;
15/04/2022;0;23,9;;
15/04/2022;100;24,3;;
15/04/2022;200;23,9;;
15/04/2022;300;23,8;;
15/04/2022;400;23,7;;
15/04/2022;500;24,1;;
15/04/2022;600;24,3;;
15/04/2022;700;23,9;;
15/04/2022;800;23,6;;
15/04/2022;900;23,3;;
15/04/2022;1000;23,9;;
15/04/2022;1100;26,5;;
15/04/2022;1200;29,1;;
15/04/2022;1300;28,7;;
15/04/2022;1400;30,5;;
15/04/2022;1500;31,6;;
15/04/2022;1600;29,7;;
15/04/2022;1700;28,6;;
15/04/2022;1800;28,7;;
15/04/2022;1900;29,9;;
15/04/2022;2000;28,8;;
15/04/2022;2100;28;;
15/04/2022;2200;26,8;;
15/04/2022;2300;25,5;;
16/04/2022;0;25,2;;
16/04/2022;100;24,8;;
16/04/2022;200;24,7;;
16/04/2022;300;25,1;;
16/04/2022;400;24,6;;
16/04/2022;500;23,8;;
16/04/2022;600;24;;
16/04/2022;700;23,8;;
16/04/2022;800;23,6;;
16/04/2022;900;24,3;;
16/04/2022;1000;24,9;;
16/04/2022;1100;26,5;;
16/04/2022;1200;30,5;;
16/04/2022;1300;30,9;;
16/04/2022;1400;31,4;;
16/04/2022;1500;32,1;;
16/04/2022;1600;32,5;;
16/04/2022;1700;32,7;;
16/04/2022;1800;30,4;;
16/04/2022;1900;31;;
16/04/2022;2000;31,6;;
16/04/2022;2100;29,1;;
16/04/2022;2200;27,5;;
16/04/2022;2300;27,6;;
17/04/2022;0;26,6;;
17/04/2022;100;27,1;;
17/04/2022;200;26,2;;
17/04/2022;300;26,3;;
17/04/2022;400;25,8;;
17/04/2022;500;23,9;;
17/04/2022;600;23,5;;
17/04/2022;700;23,4;;
17/04/2022;800;23;;
17/04/2022;900;23;;
17/04/2022;1000;23,5;;
17/04/2022;1100;23,9;;
17/04/2022;1200;24,5;;
17/04/2022;1300;25,7;;
17/04/2022;1400;27,2;;
17/04/2022;1500;27,8;;
17/04/2022;1600;29,8;;
17/04/2022;1700;29,5;;
17/04/2022;1800;28,5;;
17/04/2022;1900;28,7;;
17/04/2022;2000;29,2;;
17/04/2022;2100;28;;
17/04/2022;2200;26,8;;
17/04/2022;2300;26;;
18/04/2022;0;25,9;;
18/04/2022;100;25,8;;
18/04/2022;200;25,6;;
18/04/2022;300;25,9;;
18/04/2022;400;25,5;;
18/04/2022;500;25,3;;
18/04/2022;600;25;;
18/04/2022;700;24,1;;
18/04/2022;800;24,3;;
18/04/2022;900;24,1;;
18/04/2022;1000;24,3;;
18/04/2022;1100;26,1;;
18/04/2022;1200;29,2;;
18/04/2022;1300;29,1;;
18/04/2022;1400;29;;
18/04/2022;1500;29;;
18/04/2022;1600;28,9;;
18/04/2022;1700;22,8;;
18/04/2022;1800;24,1;;
18/04/2022;1900;25,7;;
18/04/2022;2000;26,5;;
18/04/2022;2100;25,5;;
18/04/2022;2200;24,8;;
18/04/2022;2300;24,7;;
19/04/2022;0;24;;
19/04/2022;100;23,8;;
19/04/2022;200;23,7;;
19/04/2022;300;24,8;;
19/04/2022;400;24,6;;
19/04/2022;500;24,6;;
19/04/2022;600;24,3;;
19/04/2022;700;24;;
19/04/2022;800;24,4;;
19/04/2022;900;23,7;;
19/04/2022;1000;24,1;;
19/04/2022;1100;27,2;;
19/04/2022;1200;26,7;;
19/04/2022;1300;28,2;;
19/04/2022;1400;30,3;;
19/04/2022;1500;31,4;;
19/04/2022;1600;31,9;;
19/04/2022;1700;29,9;;
19/04/2022;1800;31,4;;
19/04/2022;1900;31,4;;
19/04/2022;2000;30,9;;
19/04/2022;2100;29,3;;
19/04/2022;2200;27,5;;
19/04/2022;2300;26,3;;
20/04/2022;0;25,9;;
20/04/2022;100;26,3;;
20/04/2022;200;25,6;;
20/04/2022;300;24,8;;
20/04/2022;400;24,4;;
20/04/2022;500;24,5;;
20/04/2022;600;25,1;;
20/04/2022;700;24,1;;
20/04/2022;800;25;;
20/04/2022;900;24,7;;
20/04/2022;1000;25,3;;
20/04/2022;1100;28,9;;
20/04/2022;1200;30,3;;
20/04/2022;1300;31;;
20/04/2022;1400;31,9;;
20/04/2022;1500;32,3;;
20/04/2022;1600;33,2;;
20/04/2022;1700;33,9;;
20/04/2022;1800;33,7;;
20/04/2022;1900;32,5;;
20/04/2022;2000;32;;
20/04/2022;2100;30,6;;
20/04/2022;2200;28,3;;
20/04/2022;2300;27,4;;
21/04/2022;0;27;;
21/04/2022;100;24,3;;
21/04/2022;200;24,1;;
21/04/2022;300;23,9;;
21/04/2022;400;23,6;;
21/04/2022;500;23,4;;
21/04/2022;600;23,2;;
21/04/2022;700;23;;
21/04/2022;800;23,2;;
21/04/2022;900;22,9;;
21/04/2022;1000;23,3;;
21/04/2022;1100;25,7;;
21/04/2022;1200;27;;
21/04/2022;1300;30;;
21/04/2022;1400;30,9;;
21/04/2022;1500;31,5;;
21/04/2022;1600;30,6;;
21/04/2022;1700;32,3;;
21/04/2022;1800;32,5;;
21/04/2022;1900;32,1;;
21/04/2022;2000;31,3;;
21/04/2022;2100;30;;
21/04/2022;2200;28,2;;
21/04/2022;2300;27;;
22/04/2022;0;26;;
22/04/2022;100;25,7;;
22/04/2022;200;25,4;;
22/04/2022;300;25,2;;
22/04/2022;400;25,3;;
22/04/2022;500;25,1;;
22/04/2022;600;24,5;;
22/04/2022;700;24,1;;
22/04/2022;800;23,9;;
22/04/2022;900;24,1;;
22/04/2022;1000;24,4;;
22/04/2022;1100;25,9;;
22/04/2022;1200;27;;
22/04/2022;1300;27,9;;
22/04/2022;1400;28,9;;
22/04/2022;1500;24,7;;
22/04/2022;1600;24,8;;
22/04/2022;1700;25,7;;
22/04/2022;1800;26,7;;
22/04/2022;1900;26,1;;
22/04/2022;2000;25,6;;
22/04/2022;2100;25,3;;
22/04/2022;2200;24,7;;
22/04/2022;2300;24,1;;
23/04/2022;0;23,8;;
23/04/2022;100;23,9;;
23/04/2022;200;23,7;;
23/04/2022;300;23,4;;
23/04/2022;400;23,4;;
23/04/2022;500;22,9;;
23/04/2022;600;23,1;;
23/04/2022;700;22,9;;
23/04/2022;800;22,4;;
23/04/2022;900;21,9;;
23/04/2022;1000;22,4;;
23/04/2022;1100;24,6;;
23/04/2022;1200;27,4;;
23/04/2022;1300;29,2;;
23/04/2022;1400;29;;
23/04/2022;1500;31;;
23/04/2022;1600;31,4;;
23/04/2022;1700;31,9;;
23/04/2022;1800;32,2;;
23/04/2022;1900;31,3;;
23/04/2022;2000;30,8;;
23/04/2022;2100;29,1;;
23/04/2022;2200;27,7;;
23/04/2022;2300;26,1;;
24/04/2022;0;26;;
24/04/2022;100;24,9;;
24/04/2022;200;24,4;;
24/04/2022;300;24;;
24/04/2022;400;23,9;;
24/04/2022;500;23,7;;
24/04/2022;600;23,5;;
24/04/2022;700;23;;
24/04/2022;800;23;;
24/04/2022;900;22,7;;
24/04/2022;1000;23,8;;
24/04/2022;1100;25,6;;
24/04/2022;1200;27,7;;
24/04/2022;1300;28,1;;
24/04/2022;1400;27,9;;
24/04/2022;1500;29,4;;
24/04/2022;1600;30,5;;
24/04/2022;1700;31,2;;
24/04/2022;1800;30,1;;
24/04/2022;1900;30,1;;
24/04/2022;2000;28,9;;
24/04/2022;2100;27,8;;
24/04/2022;2200;26,2;;
24/04/2022;2300;26,1;;
25/04/2022;0;25,6;;
25/04/2022;100;25,5;;
25/04/2022;200;25,2;;
25/04/2022;300;24,8;;
25/04/2022;400;23,4;;
25/04/2022;500;22,9;;
25/04/2022;600;22,7;;
25/04/2022;700;22,3;;
25/04/2022;800;22,3;;
25/04/2022;900;22,4;;
25/04/2022;1000;22,6;;
25/04/2022;1100;25,9;;
25/04/2022;1200;28,2;;
25/04/2022;1300;31,3;;
25/04/2022;1400;32,2;;
25/04/2022;1500;32,9;;
25/04/2022;1600;33,5;;
25/04/2022;1700;33,7;;
25/04/2022;1800;33,2;;
25/04/2022;1900;32,9;;
25/04/2022;2000;32,2;;
25/04/2022;2100;30,2;;
25/04/2022;2200;27,4;;
25/04/2022;2300;27;;
26/04/2022;0;25;;
26/04/2022;100;26,3;;
26/04/2022;200;26,5;;
26/04/2022;300;25,8;;
26/04/2022;400;25,4;;
26/04/2022;500;24,4;;
26/04/2022;600;24,3;;
26/04/2022;700;23,6;;
26/04/2022;800;22,1;;
26/04/2022;900;25,7;;
26/04/2022;1000;27;;
26/04/2022;1100;28,3;;
26/04/2022;1200;29,4;;
26/04/2022;1300;30,2;;
26/04/2022;1400;31;;
26/04/2022;1500;32,2;;
26/04/2022;1600;32,8;;
26/04/2022;1700;33,3;;
26/04/2022;1800;33,5;;
26/04/2022;1900;32,6;;
26/04/2022;2000;31,9;;
26/04/2022;2100;30,3;;
26/04/2022;2200;27,1;;
26/04/2022;2300;25,8;;
27/04/2022;0;25,8;;
27/04/2022;100;24,9;;
27/04/2022;200;26;;
27/04/2022;300;25,8;;
27/04/2022;400;24,7;;
27/04/2022;500;25,2;;
27/04/2022;600;25,1;;
27/04/2022;700;24,8;;
27/04/2022;800;23,1;;
27/04/2022;900;21,9;;
27/04/2022;1000;23,2;;
27/04/2022;1100;28,2;;
27/04/2022;1200;30,2;;
27/04/2022;1300;31,5;;
27/04/2022;1400;32,3;;
27/04/2022;1500;33,1;;
27/04/2022;1600;33;;
27/04/2022;1700;33,2;;
27/04/2022;1800;33,9;;
27/04/2022;1900;33;;
27/04/2022;2000;32;;
27/04/2022;2100;30,4;;
27/04/2022;2200;27,6;;
27/04/2022;2300;25,9;;
28/04/2022;0;26;;
28/04/2022;100;24,7;;
28/04/2022;200;25,5;;
28/04/2022;300;26;;
28/04/2022;400;24,8;;
28/04/2022;500;23,8;;
28/04/2022;600;22,6;;
28/04/2022;700;23,2;;
28/04/2022;800;21,7;;
28/04/2022;900;22,9;;
28/04/2022;1000;22,3;;
28/04/2022;1100;27,9;;
28/04/2022;1200;30,3;;
28/04/2022;1300;31,5;;
28/04/2022;1400;33;;
